,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
771,2023,SE,FT,Research Engineer,133000,USD,133000,US,0,US,M
772,2023,SE,FT,Data Science Manager,272400,USD,272400,US,0,US,L
773,2023,SE,FT,Data Science Manager,140100,USD,140100,US,0,US,L
774,2023,SE,FT,Data Engineer,282000,USD,282000,US,0,US,M
775,2023,SE,FT,Data Engineer,208000,USD,208000,US,0,US,M
776,2023,SE,FT,Data Analyst,93919,USD,93919,US,100,US,M
777,2023,SE,FT,Data Analyst,51962,USD,51962,US,100,US,M
778,2023,SE,FT,Data Scientist,211000,USD,211000,US,100,US,M
779,2023,SE,FT,BI Analyst,118800,USD,118800,US,100,US,M
780,2023,SE,FT,BI Analyst,75000,USD,75000,US,100,US,M
781,2023,SE,FT,Machine Learning Engineer,159350,USD,159350,US,0,US,M
782,2023,SE,FT,Machine Learning Engineer,130100,USD,130100,US,0,US,M
783,2023,SE,FT,Data Scientist,262000,USD,262000,US,100,US,M
784,2023,SE,FT,Data Scientist,245000,USD,245000,US,100,US,M
785,2023,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M
786,2023,SE,FT,Analytics Engineer,205218,USD,205218,US,0,US,M
787,2023,SE,FT,Analytics Engineer,136743,USD,136743,US,0,US,M
788,2023,SE,FT,Research Analyst,185000,USD,185000,US,0,US,L
789,2023,SE,FT,Research Analyst,94600,USD,94600,US,0,US,L
790,2023,SE,FT,Research Analyst,160000,USD,160000,US,0,US,M
791,2023,SE,FT,Research Analyst,107000,USD,107000,US,0,US,M
792,2023,SE,FT,Machine Learning Engineer,264400,USD,264400,US,100,US,M
793,2023,SE,FT,Machine Learning Engineer,176300,USD,176300,US,100,US,M
794,2023,SE,FT,Research Scientist,275000,USD,275000,US,0,US,M
795,2023,SE,FT,Research Scientist,175000,USD,175000,US,0,US,M
796,2023,EN,FT,ML Engineer,76000,USD,76000,US,0,US,L
797,2023,MI,FT,Insight Analyst,50000,EUR,53984,PT,100,PT,M
798,2023,MI,FT,Insight Analyst,40000,EUR,43187,PT,100,PT,M
799,2023,MI,FT,Business Intelligence Analyst,150000,USD,150000,US,0,US,M
800,2023,MI,FT,Business Intelligence Analyst,125000,USD,125000,US,0,US,M
801,2023,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
802,2023,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
803,2023,SE,FT,Data Engineer,210000,USD,210000,US,0,US,M
804,2023,SE,FT,Data Scientist,169500,USD,169500,US,100,US,M
805,2023,SE,FT,Data Scientist,138000,USD,138000,US,100,US,M
806,2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M
807,2023,SE,FT,Data Engineer,133300,USD,133300,US,0,US,M
808,2023,SE,FT,Research Scientist,278700,USD,278700,US,0,US,M
809,2023,SE,FT,Research Scientist,159300,USD,159300,US,0,US,M
810,2023,MI,FT,AI Engineer,180000,USD,180000,US,0,US,M
811,2023,MI,FT,AI Engineer,120000,USD,120000,US,0,US,M
812,2023,SE,FT,Data Science Manager,297300,USD,297300,US,100,US,M
813,2023,SE,FT,Data Science Manager,198200,USD,198200,US,100,US,M
814,2023,SE,FT,Data Scientist,204500,USD,204500,US,0,US,M
815,2023,SE,FT,Data Scientist,138900,USD,138900,US,0,US,M
816,2023,SE,FT,Data Manager,110400,USD,110400,US,0,US,M
817,2023,SE,FT,Data Manager,68000,USD,68000,US,0,US,M
818,2023,MI,FT,Data Scientist,260600,USD,260600,US,0,US,M
819,2023,MI,FT,Data Scientist,170500,USD,170500,US,0,US,M
820,2023,EN,FT,Data Integration Specialist,63750,USD,63750,US,100,US,M
821,2023,EN,FT,Data Integration Specialist,46400,USD,46400,US,100,US,M
822,2023,SE,FT,Data Scientist,214872,USD,214872,US,100,US,M
823,2023,SE,FT,Data Scientist,186846,USD,186846,US,100,US,M
824,2023,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
825,2023,MI,FT,Data Analyst,70600,USD,70600,US,0,US,M
826,2023,MI,FT,Data Analyst,149500,USD,149500,US,100,US,M
827,2023,MI,FT,Data Analyst,127075,USD,127075,US,100,US,M
828,2023,SE,FT,Data Engineer,162000,USD,162000,US,100,US,M
829,2023,SE,FT,Data Engineer,111000,USD,111000,US,100,US,M
830,2023,SE,FT,Machine Learning Scientist,280000,USD,280000,US,100,US,M
831,2023,SE,FT,Machine Learning Scientist,182750,USD,182750,US,100,US,M
832,2023,SE,FT,Research Engineer,196000,USD,196000,US,0,US,M
833,2023,SE,FT,Research Engineer,142600,USD,142600,US,0,US,M
834,2023,SE,FT,Data Architect,193000,USD,193000,US,100,US,M
835,2023,SE,FT,Data Architect,110000,USD,110000,US,100,US,M
836,2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
837,2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M
838,2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
839,2023,EX,FT,Data Engineer,250000,USD,250000,US,0,US,M
840,2023,EX,FT,Data Engineer,225000,USD,225000,US,0,US,M
841,2023,MI,FT,Data Analyst,50000,GBP,61520,GB,0,GB,M
842,2023,MI,FT,Data Analyst,40000,GBP,49216,GB,0,GB,M
843,2023,SE,FT,Data Engineer,205000,USD,205000,US,0,US,M
844,2023,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M
845,2023,SE,FT,Data Scientist,202600,USD,202600,US,100,US,M
846,2023,SE,FT,Data Scientist,168800,USD,168800,US,100,US,M
847,2023,SE,FT,Machine Learning Engineer,240000,USD,240000,UA,100,UA,M
848,2023,SE,FT,Machine Learning Engineer,220000,USD,220000,UA,100,UA,M
849,2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
850,2023,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
851,2023,SE,FT,Machine Learning Engineer,297300,USD,297300,US,100,US,M
852,2023,SE,FT,Machine Learning Engineer,198200,USD,198200,US,100,US,M
853,2023,SE,FT,Machine Learning Engineer,156000,USD,156000,US,100,US,M
854,2023,SE,FT,Machine Learning Engineer,205000,USD,205000,US,0,US,M
855,2023,SE,FT,Machine Learning Engineer,152000,USD,152000,US,0,US,M
856,2023,SE,FT,Data Science Practitioner,196500,USD,196500,US,0,US,M
857,2023,SE,FT,Data Science Practitioner,97300,USD,97300,US,0,US,M
858,2023,SE,FT,Machine Learning Engineer,260000,USD,260000,US,0,US,M
859,2023,SE,FT,Machine Learning Engineer,192000,USD,192000,US,0,US,M
860,2023,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M
861,2023,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M
862,2023,SE,FT,Machine Learning Engineer,227700,USD,227700,US,100,US,M
863,2023,SE,FT,Machine Learning Engineer,154836,USD,154836,US,100,US,M
864,2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
865,2023,MI,FT,Machine Learning Engineer,285000,USD,285000,US,0,US,L
866,2023,MI,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,L
867,2023,MI,FT,Research Scientist,405000,USD,405000,US,0,US,L
868,2023,MI,FT,Research Scientist,270000,USD,270000,US,0,US,L
869,2023,MI,FT,Data Engineer,214300,USD,214300,US,0,US,M
870,2023,MI,FT,Data Engineer,108500,USD,108500,US,0,US,M
871,2023,MI,FT,Data Scientist,145000,USD,145000,US,100,US,M
872,2023,MI,FT,Data Scientist,115000,USD,115000,US,100,US,M
873,2023,MI,FT,Data Science Engineer,130000,USD,130000,US,100,US,M
874,2023,MI,FT,Data Science Engineer,113000,USD,113000,US,100,US,M
875,2023,SE,FT,Data Scientist,194500,USD,194500,US,0,US,M
876,2023,SE,FT,Data Scientist,110250,USD,110250,US,0,US,M
877,2023,SE,FT,Data Scientist,295000,USD,295000,US,0,US,M
878,2023,SE,FT,Data Scientist,177300,USD,177300,US,0,US,M
879,2023,MI,FT,Data Analyst,45000,GBP,55368,GB,100,GB,M
880,2023,MI,FT,Data Analyst,36000,GBP,44294,GB,100,GB,M
881,2023,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M
882,2023,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M
883,2023,EN,FT,Data Engineer,220000,USD,220000,US,0,US,M
884,2023,EN,FT,Data Engineer,187000,USD,187000,US,0,US,M
885,2023,EX,FT,Director of Data Science,353200,USD,353200,US,0,US,M
886,2023,EX,FT,Director of Data Science,249300,USD,249300,US,0,US,M
887,2023,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
888,2023,SE,FT,Data Analyst,79000,USD,79000,US,0,US,M
889,2023,SE,FT,Data Engineer,131000,USD,131000,US,0,US,M
890,2023,SE,FT,Applied Scientist,220000,USD,220000,US,100,US,M
891,2023,SE,FT,Applied Scientist,163000,USD,163000,US,100,US,M
892,2023,SE,FT,Data Scientist,107400,USD,107400,US,0,US,M
893,2023,SE,FT,Data Scientist,101500,USD,101500,US,0,US,M
894,2023,MI,FT,Data Engineer,75000,EUR,80976,FR,50,FR,M
895,2023,MI,FT,Research Scientist,300000,USD,300000,US,0,US,M
896,2023,MI,FT,Research Scientist,100000,USD,100000,US,0,US,M
897,2023,SE,FT,Data Architect,175000,USD,175000,US,100,US,M
898,2023,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
899,2023,SE,FT,Data Scientist,164000,USD,164000,US,0,US,M
900,2023,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
901,2023,SE,FT,Data Scientist,300000,USD,300000,US,0,US,M
902,2023,SE,FT,Data Scientist,211000,USD,211000,US,0,US,M
903,2023,SE,FT,Machine Learning Engineer,276000,USD,276000,US,0,US,M
904,2023,SE,FT,Machine Learning Engineer,184000,USD,184000,US,0,US,M
905,2023,MI,FT,Data Analyst,115000,USD,115000,US,100,US,M
906,2023,SE,FT,Data Engineer,139810,USD,139810,US,0,US,M
907,2023,SE,FT,Data Engineer,95325,USD,95325,US,0,US,M
908,2023,SE,FT,Data Analyst,167000,USD,167000,US,0,US,M
909,2023,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
910,2023,SE,FT,Data Engineer,144000,USD,144000,US,0,US,M
911,2023,SE,FT,Data Engineer,96000,USD,96000,US,0,US,M
912,2023,SE,FT,Analytics Engineer,145000,USD,145000,US,100,US,M
913,2023,SE,FT,Analytics Engineer,116000,USD,116000,US,100,US,M
914,2023,SE,FT,Data Scientist,161000,USD,161000,US,0,US,M
915,2023,SE,FT,Data Scientist,116300,USD,116300,US,0,US,M
916,2023,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
917,2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M
918,2023,SE,FT,Data Architect,175564,USD,175564,US,100,US,M
919,2023,SE,FT,Data Architect,144854,USD,144854,US,100,US,M
920,2023,SE,FT,Machine Learning Engineer,225000,USD,225000,US,0,US,M
921,2023,SE,FT,Machine Learning Engineer,166000,USD,166000,US,0,US,M
922,2023,SE,FT,Analytics Engineer,190000,USD,190000,US,0,US,M
923,2023,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,M
924,2023,SE,FT,Data Scientist,151300,USD,151300,US,100,US,M
925,2023,SE,FT,Data Scientist,126100,USD,126100,US,100,US,M
926,2023,SE,FT,Research Engineer,190000,USD,190000,US,0,US,M
927,2023,SE,FT,Research Engineer,152000,USD,152000,US,0,US,M
928,2023,SE,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M
929,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M
930,2023,EX,FT,Data Analyst,180000,USD,180000,US,100,US,M
931,2023,EX,FT,Data Analyst,125000,USD,125000,US,100,US,M
932,2023,SE,FT,Business Intelligence Analyst,113000,USD,113000,US,0,US,M
933,2023,SE,FT,Business Intelligence Analyst,90400,USD,90400,US,0,US,M
934,2023,SE,FT,Business Intelligence Engineer,204300,USD,204300,US,0,US,M
935,2023,SE,FT,Business Intelligence Engineer,139000,USD,139000,US,0,US,M
936,2023,SE,FT,Data Engineer,124000,USD,124000,US,0,US,M
937,2023,SE,FT,Research Scientist,157000,USD,157000,US,0,US,M
938,2023,SE,FT,Machine Learning Engineer,212800,USD,212800,US,0,US,L
939,2023,SE,FT,Machine Learning Engineer,111600,USD,111600,US,0,US,L
940,2023,SE,FT,Data Architect,183000,USD,183000,US,0,US,M
941,2023,SE,FT,Data Architect,147000,USD,147000,US,0,US,M
942,2023,SE,FT,Data Engineer,169000,USD,169000,US,0,US,M
943,2023,SE,FT,Data Engineer,91000,USD,91000,US,0,US,M
944,2023,SE,FT,Data Architect,210000,USD,210000,US,0,US,M
945,2023,SE,FT,Data Architect,160000,USD,160000,US,0,US,M
946,2023,MI,FT,Data Analyst,70900,USD,70900,US,0,US,M
947,2023,SE,FT,Data Architect,193000,USD,193000,US,0,US,M
948,2023,SE,FT,Data Architect,128000,USD,128000,US,0,US,M
949,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
950,2023,MI,FT,Data Engineer,275000,USD,275000,CA,0,CA,M
951,2023,MI,FT,Data Engineer,243000,USD,243000,CA,0,CA,M
952,2023,SE,FT,Data Scientist,215000,USD,215000,US,0,US,M
953,2023,EX,FT,Data Engineer,174500,USD,174500,US,0,US,M
954,2023,EX,FT,Data Engineer,113000,USD,113000,US,0,US,M
955,2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
956,2023,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M
957,2023,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M
958,2023,SE,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M
959,2023,SE,FT,Data Scientist,202000,USD,202000,US,100,US,M
960,2023,MI,FT,Data Scientist,130000,CAD,96313,CA,100,CA,S
961,2023,SE,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M
962,2023,MI,FT,Data Analyst,45000,EUR,48585,PT,100,PT,M
963,2023,MI,FT,Data Analyst,40000,EUR,43187,PT,100,PT,M
964,2023,SE,FT,Data Science Manager,204000,USD,204000,US,100,US,M
965,2023,SE,FT,Data Science Manager,127500,USD,127500,US,100,US,M
966,2023,SE,FT,Data Analyst,145500,USD,145500,US,0,US,M
967,2023,SE,FT,Data Analyst,108000,USD,108000,US,0,US,M
968,2023,SE,FT,Data Engineer,206000,USD,206000,US,100,US,M
969,2023,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M
970,2023,SE,FT,Data Analyst,122500,USD,122500,US,100,US,M
971,2023,SE,FT,Data Analyst,82500,USD,82500,US,100,US,M
972,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
973,2023,MI,FT,Data Analyst,130000,USD,130000,US,0,US,M
974,2023,MI,FT,Director of Data Science,217000,USD,217000,US,0,US,M
975,2023,MI,FT,Director of Data Science,192000,USD,192000,US,0,US,M
976,2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
977,2023,SE,FT,Data Specialist,90000,USD,90000,US,0,US,M
978,2023,SE,FT,Data Specialist,60000,USD,60000,US,0,US,M
979,2023,SE,FT,AI Engineer,350000,USD,350000,US,0,US,M
980,2023,SE,FT,AI Engineer,168000,USD,168000,US,0,US,M
981,2023,SE,FT,Data Science Manager,234900,USD,234900,US,0,US,M
982,2023,SE,FT,Data Science Manager,113500,USD,113500,US,0,US,M
983,2023,SE,FT,Data Engineer,385000,USD,385000,US,0,US,M
984,2023,SE,FT,Data Engineer,245000,USD,245000,US,0,US,M
985,2023,SE,FT,Data Engineer,255000,USD,255000,US,0,US,M
986,2023,SE,FT,Data Visualization Engineer,170200,USD,170200,US,0,US,M
987,2023,SE,FT,Data Visualization Engineer,83900,USD,83900,US,0,US,M
988,2023,SE,FT,Data Engineer,202500,USD,202500,US,0,US,M
989,2023,SE,FT,Data Engineer,177500,USD,177500,US,0,US,M
990,2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
991,2023,SE,FT,Data Modeler,155000,USD,155000,US,100,US,L
992,2023,SE,FT,Data Modeler,130000,USD,130000,US,100,US,L
993,2023,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
994,2023,SE,FT,AI Engineer,170200,USD,170200,US,0,US,M
995,2023,SE,FT,AI Engineer,83900,USD,83900,US,0,US,M
996,2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
997,2023,SE,FT,Research Scientist,300000,USD,300000,US,0,US,M
998,2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M
999,2023,SE,FT,ML Engineer,300000,USD,300000,US,0,US,M
1000,2023,SE,FT,ML Engineer,150000,USD,150000,US,0,US,M
1001,2023,SE,FT,Data Engineer,213600,USD,213600,US,0,US,M
1002,2023,SE,FT,Data Engineer,103200,USD,103200,US,0,US,M
1003,2023,SE,FT,Data Scientist,230000,USD,230000,CA,100,CA,M
1004,2023,SE,FT,Data Scientist,153000,USD,153000,CA,100,CA,M
1005,2023,SE,FT,Data Scientist,127500,USD,127500,US,100,US,M
1006,2023,MI,FT,Data Scientist,250000,USD,250000,US,0,US,M
1007,2023,SE,FT,Research Engineer,385000,USD,385000,US,0,US,M
1008,2023,SE,FT,Research Engineer,310000,USD,310000,US,0,US,M
1009,2023,SE,FT,Data Analyst,88000,USD,88000,US,100,US,M
1010,2023,SE,FT,Machine Learning Engineer,158000,USD,158000,US,100,US,M
1011,2023,SE,FT,Machine Learning Engineer,108000,USD,108000,US,100,US,M
1012,2023,SE,FT,Data Engineer,310000,USD,310000,US,0,US,M
1013,2023,MI,FT,Data Engineer,169000,USD,169000,US,0,US,M
1014,2023,MI,FT,Data Engineer,91000,USD,91000,US,0,US,M
1015,2023,EN,FT,Data Scientist,135000,USD,135000,US,0,US,M
1016,2023,EN,FT,Data Scientist,110000,USD,110000,US,0,US,M
1017,2023,SE,FT,Data Engineer,105000,GBP,129192,GB,0,GB,M
1018,2023,SE,FT,Data Engineer,80000,GBP,98432,GB,0,GB,M
1019,2023,MI,FT,AI Engineer,300000,GBP,369120,GB,0,GB,M
1020,2023,MI,FT,AI Engineer,33063,GBP,40680,GB,0,GB,M
1021,2023,SE,FT,Data Architect,306000,USD,306000,US,100,US,M
1022,2023,SE,FT,Data Architect,204000,USD,204000,US,100,US,M
1023,2023,MI,FT,Machine Learning Engineer,70000,EUR,75577,NL,0,NL,M
1024,2023,EN,FT,Data Engineer,18000,USD,18000,IN,50,IN,M
1025,2023,MI,FT,Data Analyst,300000,GBP,369120,GB,0,GB,M
1026,2023,EX,FT,Head of Data,270000,USD,270000,US,100,US,M
1027,2023,EX,FT,Head of Data,200000,USD,200000,US,100,US,M
1028,2023,MI,FT,Data Scientist,204500,USD,204500,US,0,US,M
1029,2023,MI,FT,Data Scientist,142200,USD,142200,US,0,US,M
1030,2023,MI,FT,Data Analyst,75000,GBP,92280,GB,0,GB,M
1031,2023,MI,FT,Data Analyst,55000,GBP,67672,GB,0,GB,M
1032,2023,SE,FT,Data Engineer,188600,USD,188600,US,0,US,M
1033,2023,SE,FT,Data Engineer,111550,USD,111550,US,0,US,M
1034,2023,SE,FT,AI Engineer,360000,USD,360000,US,0,US,M
1035,2023,SE,FT,AI Engineer,240000,USD,240000,US,0,US,M
1036,2023,SE,FT,ETL Developer,129100,USD,129100,US,0,US,M
1037,2023,SE,FT,ETL Developer,111400,USD,111400,US,0,US,M
1038,2023,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
1039,2023,SE,FT,Machine Learning Engineer,242921,USD,242921,US,0,US,M
1040,2023,SE,FT,Machine Learning Engineer,170045,USD,170045,US,0,US,M
1041,2023,SE,FT,Data Engineer,225000,USD,225000,US,100,US,M
1042,2023,SE,FT,Data Architect,175000,USD,175000,US,0,US,M
1043,2023,SE,FT,Data Architect,90000,USD,90000,US,0,US,M
1044,2023,EN,FT,Data Scientist,156450,USD,156450,US,0,US,M
1045,2023,EN,FT,Data Scientist,119200,USD,119200,US,0,US,M
1046,2023,MI,FT,Data Scientist,154800,USD,154800,US,0,US,M
1047,2023,MI,FT,Data Scientist,76300,USD,76300,US,0,US,M
1048,2023,SE,FT,Data Scientist,178600,USD,178600,US,0,US,M
1049,2023,SE,FT,Data Scientist,88600,USD,88600,US,0,US,M
1050,2023,SE,FT,Data Scientist,207345,USD,207345,US,100,US,M
1051,2023,SE,FT,Data Scientist,180300,USD,180300,US,100,US,M
1052,2023,SE,FT,Analytics Engineer,205000,USD,205000,US,0,US,M
1053,2023,SE,FT,Analytics Engineer,167500,USD,167500,US,0,US,M
1054,2023,SE,FT,Data Scientist,228045,USD,228045,US,100,US,M
1055,2023,SE,FT,Data Scientist,198300,USD,198300,US,100,US,M
1056,2023,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
1057,2023,MI,FT,BI Developer,100000,USD,100000,US,0,US,M
1058,2023,MI,FT,Data Scientist,72360,EUR,78125,LV,0,LV,M
1059,2023,MI,FT,Data Scientist,37440,EUR,40423,LV,0,LV,M
1060,2023,SE,FT,Data Modeler,140000,USD,140000,US,0,US,M
1061,2023,SE,FT,Data Modeler,100000,USD,100000,US,0,US,M
1062,2023,MI,FT,Data Analytics Manager,125000,USD,125000,US,0,US,M
1063,2023,MI,FT,Data Analytics Manager,120000,USD,120000,US,0,US,M
1064,2023,SE,FT,Business Intelligence Analyst,127000,USD,127000,US,0,US,M
1065,2023,SE,FT,Business Intelligence Analyst,99000,USD,99000,US,0,US,M
1066,2023,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M
1067,2023,SE,FT,Business Intelligence Analyst,194500,USD,194500,US,100,US,M
1068,2023,SE,FT,Business Intelligence Analyst,132320,USD,132320,US,100,US,M
1069,2023,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
1070,2023,SE,FT,Data Analyst,223602,USD,223602,US,0,US,M
1071,2023,SE,FT,Data Analyst,143520,USD,143520,US,0,US,M
1072,2023,SE,FT,Machine Learning Scientist,180000,USD,180000,US,0,US,M
1073,2023,SE,FT,Machine Learning Scientist,140000,USD,140000,US,0,US,M
1074,2023,SE,FT,Data Engineer,99000,GBP,121809,GB,100,GB,M
1075,2023,SE,FT,Data Engineer,68000,GBP,83667,GB,100,GB,M
1076,2023,MI,FT,Data Engineer,140000,USD,140000,US,100,US,M
1077,2023,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
1078,2023,SE,FT,Data Engineer,154000,USD,154000,US,0,US,M
1079,2023,SE,FT,Data Engineer,103000,USD,103000,US,0,US,M
1080,2023,SE,FT,Data Analyst,90000,USD,90000,US,100,US,M
1081,2023,EX,FT,Data Manager,140000,USD,140000,US,0,US,M
1082,2023,EX,FT,Data Manager,100000,USD,100000,US,0,US,M
1083,2023,MI,FT,Data Analyst,115000,USD,115000,US,0,US,M
1084,2023,SE,FT,Data Scientist,296100,USD,296100,US,0,US,M
1085,2023,SE,FT,Data Scientist,144500,USD,144500,US,0,US,M
1086,2023,SE,FT,Data Analyst,118600,USD,118600,US,0,US,M
1087,2023,SE,FT,Data Analyst,96800,USD,96800,US,0,US,M
1088,2023,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
1089,2023,MI,FT,Machine Learning Engineer,45000,EUR,48585,IT,100,GB,M
1090,2023,MI,FT,Data Analyst,142000,USD,142000,US,0,US,M
1091,2023,MI,FT,Data Analyst,128000,USD,128000,US,0,US,M
1092,2023,SE,FT,ETL Developer,99500,USD,99500,US,0,US,M
1093,2023,SE,FT,ETL Developer,53300,USD,53300,US,0,US,M
1094,2023,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M
1095,2023,SE,FT,Research Scientist,172000,USD,172000,US,0,US,M
1096,2023,SE,FT,Research Scientist,125000,USD,125000,US,0,US,M
1097,2023,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M
1098,2023,SE,FT,Research Engineer,245000,USD,245000,US,0,US,M
1099,2023,SE,FT,Data Architect,234900,USD,234900,US,0,US,M
1100,2023,SE,FT,Data Architect,68400,USD,68400,US,0,US,M
1101,2023,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M
1102,2023,SE,FT,Research Engineer,172000,USD,172000,US,0,US,M
1103,2023,SE,FT,Research Engineer,125000,USD,125000,US,0,US,M
1104,2023,SE,FT,Data Analyst,139600,USD,139600,US,0,US,M
1105,2023,SE,FT,Data Analyst,85700,USD,85700,US,0,US,M
1106,2020,EN,FT,Azure Data Engineer,100000,USD,100000,MU,0,MU,S
1107,2023,SE,FT,Data Engineer,143000,USD,143000,US,0,US,M
1108,2023,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
1109,2023,SE,FT,Machine Learning Engineer,330000,USD,330000,US,100,US,M
1110,2023,SE,FT,Machine Learning Engineer,188000,USD,188000,US,100,US,M
1111,2023,SE,FT,Data Scientist,238000,USD,238000,CA,100,CA,M
1112,2023,SE,FT,Data Scientist,156000,USD,156000,CA,100,CA,M
1113,2023,SE,FT,Data Analyst,145000,USD,145000,US,100,US,M
1114,2023,SE,FT,Data Analyst,106000,USD,106000,US,100,US,M
1115,2023,SE,FT,Decision Scientist,140000,GBP,172256,GB,100,GB,M
1116,2023,SE,FT,Decision Scientist,100000,GBP,123040,GB,100,GB,M
1117,2023,SE,FT,Data Engineer,269100,USD,269100,US,0,US,M
1118,2023,SE,FT,Data Engineer,131300,USD,131300,US,0,US,M
1119,2023,SE,FT,Machine Learning Infrastructure Engineer,220000,USD,220000,US,100,US,M
1120,2023,SE,FT,Machine Learning Infrastructure Engineer,150000,USD,150000,US,100,US,M
1121,2023,SE,FT,Data Engineer,60000,GBP,73824,GB,0,GB,M
1122,2023,SE,FT,Data Engineer,50000,GBP,61520,GB,0,GB,M
1123,2023,MI,FT,Research Scientist,252990,USD,252990,US,100,US,M
1124,2023,MI,FT,Research Scientist,162170,USD,162170,US,100,US,M
1125,2023,SE,FT,Machine Learning Infrastructure Engineer,260000,USD,260000,US,100,US,M
1126,2023,SE,FT,Machine Learning Infrastructure Engineer,235000,USD,235000,US,100,US,M
1127,2023,MI,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
1128,2023,MI,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
1129,2023,SE,FT,Data Analytics Manager,190000,USD,190000,US,0,US,M
1130,2023,SE,FT,Data Analytics Manager,145000,USD,145000,US,0,US,M
1131,2023,SE,FT,Data Scientist,212800,USD,212800,US,100,US,M
1132,2023,SE,FT,Data Scientist,111600,USD,111600,US,100,US,M
1133,2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
1134,2023,SE,FT,Business Intelligence Analyst,194521,USD,194521,US,0,US,M
1135,2023,SE,FT,Business Intelligence Analyst,176838,USD,176838,US,0,US,M
1136,2023,EX,FT,Analytics Engineer,200000,USD,200000,US,0,US,M
1137,2023,EX,FT,Analytics Engineer,170000,USD,170000,US,0,US,M
1138,2023,SE,FT,Data Scientist,191765,USD,191765,US,0,US,M
1139,2023,SE,FT,Data Scientist,134236,USD,134236,US,0,US,M
1140,2023,SE,FT,Data Scientist,198800,USD,198800,US,0,US,M
1141,2023,SE,FT,Data Scientist,90700,USD,90700,US,0,US,M
1142,2023,MI,FT,BI Developer,154800,USD,154800,US,0,US,M
1143,2023,MI,FT,BI Developer,76300,USD,76300,US,0,US,M
1144,2023,MI,FT,Data Lead,130000,USD,130000,US,100,US,M
1145,2023,MI,FT,Data Lead,115000,USD,115000,US,100,US,M
1146,2023,MI,FT,Data Analyst,39000,EUR,42107,DE,50,DE,M
1147,2023,MI,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
1148,2023,SE,FT,Data Architect,155000,USD,155000,US,100,US,M
1149,2023,MI,FT,Data Manager,115500,USD,115500,US,0,US,M
1150,2023,MI,FT,Data Manager,73500,USD,73500,US,0,US,M
1151,2023,SE,FT,Data Scientist,179000,USD,179000,US,0,US,M
